,business_id,date,stars,text,cut_off_date,not_recommended_review_count_pre,treatment,text_length,sentiment_score
1804,BWITd9JUXP3gSi1z3Y-z8g,2013-10-13 05:25:55,4,"i love in riva.  the food is consistently delicious.  the burrata pizza is one of the best pizza's ever!  real burrata and caramelized onion and full of flavor.  the margherita pizza is one of the best margherita's in the city.  the staff is very professional and knows the menu well.  i also love the whipped ricotta appetizer and the tomato conserva- i think i could eat a vatful! they also have fantastic pastas.  i love the wild mushroom ravioli.  the restaurant itself is also a very nice space and the deck with a view of kelly drive is very nice during good weather.  i would give in riva 5 stars, but i think they could step up their desserts.  they aren't bad, but i don't think they are on par with the rest of their food.  however, overall, for a delicious italian meal, i highly recommend in riva.",0,9.0,1,809,0.4487
1809,3lBooCffgkW7tVSG5kILBA,2013-11-20 16:01:57,4,"i met my friend for dinner here, and we had a fantastic meal! we came on a busy friday night, only to discover i had made the reservation for saturday not friday - oops. the owner joked around with us and teased a little about the mix up but was more than accommodating and after a few minutes of waiting he seated us at our table. the dining room floor is very tiny, but gives a wonderful pleasant cozy atmosphere. we ordered the mushroom bruchetta which was yummy but not a must get. for our main course we got the ravioli and gnocchi. both were to die for. obviously fresh and hand made, the past was cooked to perfection. the ravioli came in the most perfectly delicious cream sauce i've ever had. the gnocchi were delicious as well, but definitely order the ravioli over the gnocchi. over all, a lovely wait staff, delicious food, and a nice atmosphere. this place is worth trying!!",1,12.0,1,887,0.3586
1812,BWITd9JUXP3gSi1z3Y-z8g,2013-09-15 22:11:25,4,"very cool place.  we rented vespa scooters and daringly travelled kelly drive at 45mph - only because we remembered this place has a sign: ""bikes welcome"".  although they meant bicycles, we stopped in anyway.  this place should be located in rittenhouse or old city, and not 'off the beaten path', per say.  it definitely has an enticing menu, great beer selection, and classy atmosphere.  the cucumber salad was delicious.  the margherita pizza was tasty.  all in all - a good find.  now if only it were more local to the city...",0,9.0,1,530,0.3713
1891,u-8sFq05DQ6PYCR5HiKZ2w,2013-11-18 14:23:22,2,i was trying to grab a quick lunch near work so i stopped by axis for pizza.  the place had a decent amount of people inside dining.  i got a slice of plain and a slice of sausage.  both slices were enormous for a low price.  i took them back to work and they were very bland and overly doughy.  the salad bar did look pretty nice though.  but there's a lot of better choices for pizza in the area.  they also stopped taking level up.,1,18.0,1,434,0.1381
1914,wUnLSg_GKfEIQ5CQQ770_g,2013-10-30 18:32:45,5,"old saying, you get what you pay for.  vetri definitely abides by this, not inexpensive but worth every dollar.  the dishes served were phenomenal, the service outstanding and the ambience was what is missing in today's restaurants.  it is so nice to were a tie and jacket to dinner and not feel out of place.  we chose the wine pairing with our dinner and were in for a special treat.  the table next to ours kept turning down different bottles of very expensive wine, when we ordered the wine pairing our server informed us we would be the recipient of our neighbors rejected offerings.  what a treat, the price point of the wines we had were far higher than i would normally pay and not on the pairing list, and they were exceptional.  don't understand wine snobs.  all in all a wonderful night out.",0,24.0,1,802,0.207
1921,wUnLSg_GKfEIQ5CQQ770_g,2013-12-11 14:33:54,3,"vitri was a great experience for me. i went there for my bday and the chef's selection is a solid choice. i was expecting a more balanced meal, meaning more vegetable and salad plates. i would say that the entire experience was a bit heavy on the pasta and just a bit salty on some dishes.    in terms of staff, ambience and service - that was all great.",1,24.0,1,354,0.3429
1958,RZtGWDLCAtuipwaZ-UfjmQ,2013-09-23 15:19:10,2,"i have often eaten here and it has been a go to place for about 5 years.  it is now off the list of options.  over the last two visits here, the quality of the food has dropping.  most recently ate there this weekend and the food was underwhelming.  my friend had the chicken parm and said it was tasteless.   she also had clams, that she said were good.  i had the lasagne which i felt was poor, again, rather tasteless.    on the prior visit we noted that the food seemed to be declining.  there was a time that i regularly recommended lasallas to people visiting the city.  as stated by my friend as we walked away, ""it's off the list.""  additionally, the cleanliness of the bathrooms was also an issue.",0,9.0,1,706,-0.1
1979,3lBooCffgkW7tVSG5kILBA,2013-09-12 02:39:44,5,"just went to porcini tonight with some friends. the mozzarella cheese in the caprese salad tasted like it was made moments before in the kitchen. we also ordered the gnocchi (one of the best gnocchi i have ever had), the canollini, and ravioli. everything was amazing, no complaints! service was a bit slow but the waiter kept refilling the bread basket and the food was so good that we didn't even care. thanks for a great night i would definitely recommend this restaurant to anyone and everyone if you're looking for good food in a good environment.",0,12.0,1,552,0.5056
2016,E1gf1YIWOo1BgzMUwJtEZg,2013-09-23 13:25:06,1,"straight to the point with this place;  ~ customer service was horrible! this is a seat yourself and the waitress will come and take your order when she feel like it kinda place.   ~ they were clearly short staffed but the waitress could have at least greeted us with a smile instead of a attitude of ""hurry up and decide what you want to order"" she gave no suggestions on what to order and when she brought our orders to the table she literally just dropped the plates anywhere on the table and left it up to us to figure out what it was and who it belonged too!   ~ i didn't try the pizza but my brother had the all meat pizza and said it was pretty good  ~ i ordered a turkey wrap and it was yuck! bread tasted like it should have been cooked longer, the turkey had no taste...the spinach was good though lol   ~ they had pizza's already cooked and sitting out to display and they all just looked very uninviting. dry, old, nasty looking.   overall i was just disappointed with this place and have no plans to return.",0,10.0,1,1020,0.0193
2019,BWITd9JUXP3gSi1z3Y-z8g,2014-01-08 14:24:56,3,"i recently went to this place for my surprise birthday dinner. the atmosphere was great and the waiters we're more than accommodating to my requests. however the food was to me just ok. i had gotten the scallops, octopus, and three pastas one with chicken one with lamb and regular spaghetti.  my favorite dish was the octopus. they basically charred the octopus put friend lemon pieces on it and this zesty raspberry and cherry sauce. it was a delight. the scallops were also good but there seemed to be some very sour potatoes or something that turned me off. the pastas weren't my favorite. each had it's unique flavor that didn't suit my pallet. also be aware the pastas are tapas style so that's why i ordered three of them. my friends on the other hand had pizza. they all seemed to enjoy it. and i had a bit and agree that in riva makes better pizza than i pasta in my opinion.",1,9.0,1,884,0.2737
2083,vcyyzUqEiCTSrFmHgqvxpg,2013-09-12 15:25:38,5,i give this place five stars because its one of the best pizza places around the area. food is always good and i love the pizza. they don't cut corners and use quality ingredients.         check out the restaurant they opened next door too. very nice.,0,0.0,0,251,0.596
